Word,Polarity,Intensity,SubjectivityType,SubjectivityPolarity
현실;성;을,POS,Medium,Judgment,POS
현실;을;객관,POS,Medium,Argument,POS
현실;이;되,COMP,Medium,Argument,POS
현실;적;비극,NEG,Low,Judgment,NEG
현실;적;으로,POS,Low,Judgment,POS
현실;적;이,POS,Low,Judgment,POS
현실;적;타협,POS,Medium,Judgment,POS
현실;적;합성,NEG,High,Judgment,NEG
현실;화;하,NEG,High,Judgment,NEG
현재;건드리;지,NEG,Medium,Argument,POS
혈액;검사;등,NEG,Medium,Argument,POS
혐의;로;기소,NEG,High,Judgment,NEG
혐의;를;받,NEG,High,Judgment,NEG
협박;을;하,NEG,Medium,Argument,POS
협의;를;거의,NEG,Medium,Judgment,NEG
협의;를;계속,COMP,Medium,Argument,COMP
형;과;축소,POS,High,Judgment,POS
형;을;이용,POS,High,Judgment,POS
형식;을;본,NEG,High,Argument,POS
형제;의;곁,POS,Medium,Judgment,POS
형태;의;식민,NEG,Medium,Judgment,NEG
호박고지;떡;을,POS,Medium,Argument,POS
호응;을;받,NEUT,Medium,Judgment,NEUT
호전;적;집단,NEG,Medium,Judgment,NEG
호텔;들;의,NEUT,Low,Argument,POS
호흡;이;곤란,NEUT,Medium,Argument,POS
혹시;출;연하,NEG,Low,Argument,POS
혹;은수;십배,POS,High,Judgment,POS
혼;을;빼놓,NEG,Medium,Judgment,NEG
혼자;만;먹,NEG,Medium,Argument,POS
혼자;밥;을,NEG,Low,Argument,POS
홀아비;가;되,NEG,Medium,Judgment,NEG
화;경향;을,POS,Medium,Judgment,POS
화;되;지,NEG,Medium,Judgment,NEG
화;프로젝트;가,NEG,Medium,Argument,POS
화;흐름;속,COMP,Medium,Argument,POS
화상;을;입히,NEG,High,Judgment,NEG
화장실;을;두,NEUT,Medium,Argument,POS
화장품;보다;자극,POS,Medium,Judgment,POS
화재;가가;장,NEG,Low,Judgment,NEG
화재;가;많,NEG,Low,Judgment,NEG
화제;가;되,POS,Medium,Judgment,POS
화제;의;저술,POS,Medium,Judgment,POS
확대;형;과,POS,High,Judgment,POS
확;보;하,POS,Low,Judgment,POS
확인;이;필요,NEG,Medium,Argument,POS
환경;변화;에,NEG,Medium,Judgment,NEG
환상;적;이,POS,High,Judgment,POS
환영;을;나타내,POS,High,Judgment,POS
환자;들;이,NEG,Low,Argument,POS
환하;아;지,POS,Medium,Judgment,POS
활;달;하,POS,Medium,Judgment,POS
활;용;하,POS,Medium,Judgment,POS
회화;적;이,POS,Low,Judgment,POS
획일;화;시키,NEG,Medium,Judgment,NEG
효도;선물;용,POS,Low,Judgment,POS
효율;적;으로,POS,Medium,Judgment,POS
후;새롭;은,NEG,Medium,Argument,POS
후;활동;이,POS,Medium,Judgment,POS
훨씬;더;미숙,POS,Medium,Judgment,POS
훨씬;못;미치,NEG,High,Judgment,NEG
훨씬;유;연하,POS,Medium,Judgment,POS
훨씬;좋;아,POS,High,Judgment,POS
훨씬;한;가,POS,Medium,Judgment,POS
휴식;참;마다,NEG,Medium,Argument,POS
흐른;다;음,NEG,Medium,Argument,POS
흐름;속;에서,COMP,Medium,Argument,POS
흔들;는;대학,NEG,Medium,Argument,POS
흔들어;도;세우,NEG,Medium,Judgment,NEG
흔하;디;흔하,NEG,Medium,Judgment,NEG
흙탕물;튀;게,NEG,High,Argument,POS
흥행;도;좋,POS,Medium,Judgment,POS
희극;적;재미,POS,Medium,Judgment,POS
희망;을;늦추,POS,Medium,Intention,POS
희망;을;담,POS,Medium,Judgment,POS
희망;을;만나,POS,Medium,Judgment,POS
힘;안;들이,NEG,Medium,Judgment,NEG
힘;은;좀,POS,Medium,Argument,POS
힘;을;결집,POS,Medium,Judgment,POS
힘;을;쏟,POS,Medium,Judgment,POS
힘;이;되,POS,Medium,Judgment,POS
힘겹;게;버티,NEG,Medium,Argument,POS
힘들;고;외롭,POS,Medium,Argument,POS
